TransactionID,CustomerID,ProductID,Price,Qty,TotalAmount,StoreID,StoreName,Product Name
TR62021,66,P9,10000,6,60000,1,Prima Tendean,Yoghurt
TR62324,173,P2,3200,3,9600,13,Buana,Ginger Candy 
TR65426,124,P3,7500,4,30000,14,Priangan,Crackers
TR78728,258,P3,7500,5,37500,12,Prestasi Utama,Crackers
TR79324,42,P10,15000,2,30000,12,Prestasi Utama,Cheese Stick
TR80439,55,P3,7500,5,37500,8,Sinar Harapan,Crackers
TR81252,352,P5,4200,5,21000,4,Gita Ginara,Thai Tea
TR85821,89,P1,8800,10,88000,12,Prestasi Utama,Choco Bar
TR86699,65,P9,10000,1,10000,9,Lingga,Yoghurt
TR94304,438,P7,9400,5,47000,7,Buana Indah,Coffee Candy
TR94525,191,P8,16000,2,32000,14,Priangan,Oat
TR96082,350,P9,10000,5,50000,6,Lingga,Yoghurt
TR99870,431,P5,4200,4,16800,8,Sinar Harapan,Thai Tea
TR13511,4,P3,7500,5,37500,7,Buana Indah,Crackers
TR49217,430,P4,12000,1,12000,13,Buana,Potato Chip
TR57833,355,P10,15000,2,30000,12,Prestasi Utama,Cheese Stick
TR74939,311,P5,4200,4,16800,6,Lingga,Thai Tea
TR84490,269,P8,16000,1,16000,2,Prima Kelapa Dua,Oat
TR92165,365,P6,18000,3,54000,2,Prima Kelapa Dua,Cashew
TR19367,298,P7,9400,6,56400,12,Prestasi Utama,Coffee Candy
TR23583,360,P3,7500,2,15000,2,Prima Kelapa Dua,Crackers
TR26684,40,P10,15000,2,30000,12,Prestasi Utama,Cheese Stick
TR32237,198,P2,3200,6,19200,2,Prima Kelapa Dua,Ginger Candy 
TR48377,294,P9,10000,1,10000,12,Prestasi Utama,Yoghurt
TR48509,430,P10,15000,2,30000,11,Sinar Harapan,Cheese Stick
TR48538,277,P4,12000,3,36000,7,Buana Indah,Potato Chip
TR52759,140,P8,16000,3,48000,4,Gita Ginara,Oat
TR55578,58,P10,15000,5,75000,4,Gita Ginara,Cheese Stick
TR55776,338,P5,4200,4,16800,6,Lingga,Thai Tea
TR56320,199,P4,12000,3,36000,13,Buana,Potato Chip
TR77452,19,P1,8800,8,70400,2,Prima Kelapa Dua,Choco Bar
TR83825,21,P5,4200,2,8400,1,Prima Tendean,Thai Tea
TR90458,37,P5,4200,3,12600,2,Prima Kelapa Dua,Thai Tea
TR99010,263,P6,18000,3,54000,10,Harapan Baru,Cashew
TR99670,309,P1,8800,2,17600,6,Lingga,Choco Bar
TR13542,173,P6,18000,3,54000,12,Prestasi Utama,Cashew
TR17932,388,P5,4200,2,8400,4,Gita Ginara,Thai Tea
TR22169,24,P8,16000,1,16000,12,Prestasi Utama,Oat
TR46187,394,P7,9400,6,56400,2,Prima Kelapa Dua,Coffee Candy
TR48294,57,P5,4200,2,8400,11,Sinar Harapan,Thai Tea
TR5151,7,P8,16000,2,32000,9,Lingga,Oat
TR51711,278,P7,9400,4,37600,5,Bonafid,Coffee Candy
TR53069,64,P2,3200,6,19200,6,Lingga,Ginger Candy 
TR59752,174,P9,10000,2,20000,10,Harapan Baru,Yoghurt
TR65791,355,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR70168,118,P5,4200,5,21000,4,Gita Ginara,Thai Tea
TR70776,136,P10,15000,4,60000,10,Harapan Baru,Cheese Stick
TR71483,68,P5,4200,2,8400,7,Buana Indah,Thai Tea
TR77331,73,P1,8800,10,88000,11,Sinar Harapan,Choco Bar
TR79227,291,P3,7500,6,45000,11,Sinar Harapan,Crackers
TR86016,293,P5,4200,4,16800,6,Lingga,Thai Tea
TR86550,293,P2,3200,6,19200,11,Sinar Harapan,Ginger Candy 
TR8808,329,P1,8800,2,17600,6,Lingga,Choco Bar
TR1544,11,P3,7500,1,7500,5,Bonafid,Crackers
TR1575,50,P3,7500,2,15000,3,Prima Kota,Crackers
TR19455,65,P10,15000,1,15000,10,Harapan Baru,Cheese Stick
TR2304,14,P9,10000,3,30000,2,Prima Kelapa Dua,Yoghurt
TR27858,36,P6,18000,2,36000,11,Sinar Harapan,Cashew
TR32836,272,P10,15000,1,15000,8,Sinar Harapan,Cheese Stick
TR42175,12,P10,15000,2,30000,1,Prima Tendean,Cheese Stick
TR46347,267,P7,9400,5,47000,10,Harapan Baru,Coffee Candy
TR46513,65,P7,9400,5,47000,5,Bonafid,Coffee Candy
TR5344,186,P2,3200,4,12800,10,Harapan Baru,Ginger Candy 
TR60024,342,P5,4200,4,16800,6,Lingga,Thai Tea
TR6189,157,P10,15000,4,60000,13,Buana,Cheese Stick
TR62871,129,P9,10000,1,10000,3,Prima Kota,Yoghurt
TR66795,142,P4,12000,4,48000,10,Harapan Baru,Potato Chip
TR71512,265,P10,15000,1,15000,5,Bonafid,Cheese Stick
TR81037,118,P8,16000,3,48000,4,Gita Ginara,Oat
TR82337,295,P7,9400,4,37600,2,Prima Kelapa Dua,Coffee Candy
TR83227,155,P5,4200,3,12600,12,Prestasi Utama,Thai Tea
TR83234,111,P10,15000,5,75000,9,Lingga,Cheese Stick
TR88521,300,P3,7500,2,15000,8,Sinar Harapan,Crackers
TR89747,189,P7,9400,5,47000,3,Prima Kota,Coffee Candy
TR93791,418,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR95504,90,P5,4200,3,12600,11,Sinar Harapan,Thai Tea
TR95530,85,P9,10000,4,40000,14,Priangan,Yoghurt
TR15016,418,P9,10000,2,20000,10,Harapan Baru,Yoghurt
TR27961,126,P10,15000,4,60000,12,Prestasi Utama,Cheese Stick
TR35363,161,P4,12000,3,36000,12,Prestasi Utama,Potato Chip
TR43634,303,P2,3200,4,12800,11,Sinar Harapan,Ginger Candy 
TR59043,130,P10,15000,3,45000,14,Priangan,Cheese Stick
TR63387,350,P9,10000,4,40000,9,Lingga,Yoghurt
TR6643,229,P5,4200,3,12600,2,Prima Kelapa Dua,Thai Tea
TR68592,430,P2,3200,3,9600,7,Buana Indah,Ginger Candy 
TR72611,232,P2,3200,3,9600,4,Gita Ginara,Ginger Candy 
TR75048,374,P5,4200,2,8400,13,Buana,Thai Tea
TR84181,307,P3,7500,3,22500,4,Gita Ginara,Crackers
TR95202,283,P9,10000,3,30000,11,Sinar Harapan,Yoghurt
TR96941,119,P2,3200,4,12800,11,Sinar Harapan,Ginger Candy 
TR11097,43,P10,15000,3,45000,1,Prima Tendean,Cheese Stick
TR11813,76,P10,15000,2,30000,8,Sinar Harapan,Cheese Stick
TR19441,403,P10,15000,1,15000,1,Prima Tendean,Cheese Stick
TR41376,151,P7,9400,4,37600,1,Prima Tendean,Coffee Candy
TR47559,307,P3,7500,2,15000,2,Prima Kelapa Dua,Crackers
TR48515,236,P10,15000,5,75000,6,Lingga,Cheese Stick
TR52504,174,P7,9400,6,56400,2,Prima Kelapa Dua,Coffee Candy
TR7454,334,P3,7500,4,30000,1,Prima Tendean,Crackers
TR74611,430,P10,15000,5,75000,8,Sinar Harapan,Cheese Stick
TR80826,240,P2,3200,6,19200,9,Lingga,Ginger Candy 
TR83149,226,P5,4200,2,8400,13,Buana,Thai Tea
TR89580,172,P1,8800,2,17600,5,Bonafid,Choco Bar
TR94801,331,P3,7500,2,15000,5,Bonafid,Crackers
TR94992,265,P9,10000,1,10000,8,Sinar Harapan,Yoghurt
TR17735,72,P8,16000,2,32000,2,Prima Kelapa Dua,Oat
TR19487,236,P3,7500,1,7500,5,Bonafid,Crackers
TR19797,283,P7,9400,2,18800,6,Lingga,Coffee Candy
TR44520,341,P4,12000,3,36000,9,Lingga,Potato Chip
TR47026,337,P2,3200,6,19200,4,Gita Ginara,Ginger Candy 
TR49797,27,P8,16000,1,16000,4,Gita Ginara,Oat
TR53829,60,P8,16000,2,32000,13,Buana,Oat
TR56328,46,P5,4200,2,8400,1,Prima Tendean,Thai Tea
TR62877,54,P3,7500,4,30000,4,Gita Ginara,Crackers
TR73703,145,P7,9400,3,28200,7,Buana Indah,Coffee Candy
TR74210,133,P7,9400,2,18800,13,Buana,Coffee Candy
TR77842,409,P2,3200,7,22400,5,Bonafid,Ginger Candy 
TR90661,431,P8,16000,2,32000,7,Buana Indah,Oat
TR92340,416,P7,9400,6,56400,12,Prestasi Utama,Coffee Candy
TR14328,365,P1,8800,9,79200,14,Priangan,Choco Bar
TR22986,443,P8,16000,1,16000,5,Bonafid,Oat
TR2436,403,P9,10000,2,20000,11,Sinar Harapan,Yoghurt
TR25908,423,P7,9400,5,47000,8,Sinar Harapan,Coffee Candy
TR26921,381,P10,15000,4,60000,4,Gita Ginara,Cheese Stick
TR27050,333,P7,9400,2,18800,10,Harapan Baru,Coffee Candy
TR29671,201,P7,9400,6,56400,1,Prima Tendean,Coffee Candy
TR37760,382,P9,10000,5,50000,7,Buana Indah,Yoghurt
TR49013,329,P10,15000,5,75000,6,Lingga,Cheese Stick
TR67084,213,P8,16000,2,32000,14,Priangan,Oat
TR72391,409,P2,3200,4,12800,10,Harapan Baru,Ginger Candy 
TR76889,35,P4,12000,3,36000,1,Prima Tendean,Potato Chip
TR9937,95,P9,10000,2,20000,10,Harapan Baru,Yoghurt
TR41225,336,P3,7500,1,7500,12,Prestasi Utama,Crackers
TR42741,352,P5,4200,2,8400,9,Lingga,Thai Tea
TR53349,302,P3,7500,3,22500,1,Prima Tendean,Crackers
TR69907,51,P1,8800,10,88000,11,Sinar Harapan,Choco Bar
TR71572,100,P3,7500,2,15000,7,Buana Indah,Crackers
TR71782,163,P4,12000,3,36000,5,Bonafid,Potato Chip
TR75989,266,P2,3200,4,12800,2,Prima Kelapa Dua,Ginger Candy 
TR80782,62,P8,16000,3,48000,10,Harapan Baru,Oat
TR81204,299,P1,8800,9,79200,14,Priangan,Choco Bar
TR84691,404,P5,4200,2,8400,12,Prestasi Utama,Thai Tea
TR86064,321,P5,4200,2,8400,10,Harapan Baru,Thai Tea
TR17751,39,P7,9400,5,47000,9,Lingga,Coffee Candy
TR30399,376,P9,10000,5,50000,2,Prima Kelapa Dua,Yoghurt
TR36780,169,P7,9400,5,47000,9,Lingga,Coffee Candy
TR37733,163,P4,12000,1,12000,13,Buana,Potato Chip
TR38159,18,P6,18000,3,54000,10,Harapan Baru,Cashew
TR3858,413,P7,9400,5,47000,9,Lingga,Coffee Candy
TR41507,331,P6,18000,3,54000,1,Prima Tendean,Cashew
TR49377,243,P2,3200,6,19200,3,Prima Kota,Ginger Candy 
TR53260,214,P3,7500,1,7500,12,Prestasi Utama,Crackers
TR56955,407,P5,4200,4,16800,14,Priangan,Thai Tea
TR58793,345,P3,7500,4,30000,9,Lingga,Crackers
TR59848,340,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR62311,219,P3,7500,2,15000,11,Sinar Harapan,Crackers
TR68548,203,P3,7500,5,37500,1,Prima Tendean,Crackers
TR72611,257,P9,10000,2,20000,10,Harapan Baru,Yoghurt
TR74280,168,P2,3200,6,19200,9,Lingga,Ginger Candy 
TR79500,347,P5,4200,4,16800,8,Sinar Harapan,Thai Tea
TR79584,42,P5,4200,4,16800,3,Prima Kota,Thai Tea
TR90445,140,P3,7500,5,37500,13,Buana,Crackers
TR98048,430,P6,18000,3,54000,6,Lingga,Cashew
TR98668,170,P6,18000,4,72000,14,Priangan,Cashew
TR99654,61,P8,16000,1,16000,14,Priangan,Oat
TR11243,271,P10,15000,3,45000,14,Priangan,Cheese Stick
TR14920,379,P9,10000,4,40000,10,Harapan Baru,Yoghurt
TR21639,235,P2,3200,7,22400,13,Buana,Ginger Candy 
TR22673,315,P7,9400,5,47000,1,Prima Tendean,Coffee Candy
TR27519,392,P7,9400,6,56400,7,Buana Indah,Coffee Candy
TR47,260,P2,3200,4,12800,6,Lingga,Ginger Candy 
TR50795,98,P4,12000,5,60000,4,Gita Ginara,Potato Chip
TR56178,82,P8,16000,3,48000,14,Priangan,Oat
TR73398,123,P3,7500,2,15000,8,Sinar Harapan,Crackers
TR96311,240,P6,18000,2,36000,7,Buana Indah,Cashew
TR97527,2,P1,8800,9,79200,8,Sinar Harapan,Choco Bar
TR98384,446,P9,10000,4,40000,14,Priangan,Yoghurt
TR13801,384,P5,4200,4,16800,12,Prestasi Utama,Thai Tea
TR14457,271,P3,7500,6,45000,8,Sinar Harapan,Crackers
TR16036,246,P3,7500,3,22500,3,Prima Kota,Crackers
TR19005,107,P4,12000,5,60000,2,Prima Kelapa Dua,Potato Chip
TR22148,377,P8,16000,3,48000,1,Prima Tendean,Oat
TR24067,353,P1,8800,2,17600,6,Lingga,Choco Bar
TR33231,69,P8,16000,1,16000,9,Lingga,Oat
TR41406,443,P2,3200,3,9600,3,Prima Kota,Ginger Candy 
TR4998,188,P5,4200,4,16800,3,Prima Kota,Thai Tea
TR58165,395,P2,3200,4,12800,6,Lingga,Ginger Candy 
TR65361,153,P5,4200,2,8400,11,Sinar Harapan,Thai Tea
TR67254,356,P1,8800,2,17600,11,Sinar Harapan,Choco Bar
TR71851,84,P5,4200,2,8400,8,Sinar Harapan,Thai Tea
TR82285,281,P9,10000,1,10000,10,Harapan Baru,Yoghurt
TR14184,8,P4,12000,3,36000,6,Lingga,Potato Chip
TR507,263,P10,15000,4,60000,10,Harapan Baru,Cheese Stick
TR57321,200,P2,3200,4,12800,12,Prestasi Utama,Ginger Candy 
TR58795,313,P10,15000,2,30000,2,Prima Kelapa Dua,Cheese Stick
TR61283,325,P4,12000,4,48000,5,Bonafid,Potato Chip
TR82034,372,P8,16000,2,32000,12,Prestasi Utama,Oat
TR87018,289,P10,15000,5,75000,9,Lingga,Cheese Stick
TR95055,420,P10,15000,5,75000,13,Buana,Cheese Stick
TR9604,272,P3,7500,1,7500,14,Priangan,Crackers
TR97309,127,P7,9400,3,28200,14,Priangan,Coffee Candy
TR40243,353,P5,4200,2,8400,8,Sinar Harapan,Thai Tea
TR48083,147,P7,9400,5,47000,6,Lingga,Coffee Candy
TR51703,225,P1,8800,7,61600,14,Priangan,Choco Bar
TR65832,173,P9,10000,3,30000,3,Prima Kota,Yoghurt
TR84991,417,P2,3200,5,16000,8,Sinar Harapan,Ginger Candy 
TR85448,48,P5,4200,5,21000,13,Buana,Thai Tea
TR13613,230,P9,10000,1,10000,14,Priangan,Yoghurt
TR20700,262,P4,12000,1,12000,6,Lingga,Potato Chip
TR44081,398,P5,4200,4,16800,14,Priangan,Thai Tea
TR52160,389,P9,10000,4,40000,2,Prima Kelapa Dua,Yoghurt
TR58135,143,P5,4200,4,16800,14,Priangan,Thai Tea
TR68146,272,P7,9400,4,37600,9,Lingga,Coffee Candy
TR81892,119,P9,10000,5,50000,10,Harapan Baru,Yoghurt
TR82531,165,P2,3200,5,16000,8,Sinar Harapan,Ginger Candy 
TR83466,7,P9,10000,2,20000,7,Buana Indah,Yoghurt
TR95317,343,P6,18000,2,36000,14,Priangan,Cashew
TR11114,392,P8,16000,1,16000,14,Priangan,Oat
TR13113,243,P10,15000,4,60000,3,Prima Kota,Cheese Stick
TR18091,132,P5,4200,2,8400,5,Bonafid,Thai Tea
TR1857,246,P5,4200,5,21000,7,Buana Indah,Thai Tea
TR46760,171,P2,3200,3,9600,10,Harapan Baru,Ginger Candy 
TR47934,168,P8,16000,1,16000,2,Prima Kelapa Dua,Oat
TR50810,126,P2,3200,7,22400,3,Prima Kota,Ginger Candy 
TR53834,58,P7,9400,2,18800,13,Buana,Coffee Candy
TR55550,412,P2,3200,3,9600,9,Lingga,Ginger Candy 
TR59783,178,P2,3200,4,12800,8,Sinar Harapan,Ginger Candy 
TR65838,227,P8,16000,1,16000,2,Prima Kelapa Dua,Oat
TR67402,230,P7,9400,6,56400,10,Harapan Baru,Coffee Candy
TR68603,166,P1,8800,9,79200,1,Prima Tendean,Choco Bar
TR81324,352,P1,8800,7,61600,1,Prima Tendean,Choco Bar
TR98880,304,P6,18000,4,72000,7,Buana Indah,Cashew
TR17459,442,P7,9400,2,18800,13,Buana,Coffee Candy
TR20920,147,P7,9400,3,28200,7,Buana Indah,Coffee Candy
TR26760,163,P8,16000,3,48000,6,Lingga,Oat
TR28862,378,P3,7500,3,22500,1,Prima Tendean,Crackers
TR34593,252,P1,8800,7,61600,2,Prima Kelapa Dua,Choco Bar
TR4617,422,P1,8800,10,88000,3,Prima Kota,Choco Bar
TR49836,231,P4,12000,5,60000,5,Bonafid,Potato Chip
TR52794,437,P10,15000,5,75000,3,Prima Kota,Cheese Stick
TR59219,392,P7,9400,4,37600,12,Prestasi Utama,Coffee Candy
TR60775,212,P7,9400,5,47000,5,Bonafid,Coffee Candy
TR68721,73,P8,16000,2,32000,10,Harapan Baru,Oat
TR72192,255,P8,16000,1,16000,14,Priangan,Oat
TR85967,303,P5,4200,2,8400,4,Gita Ginara,Thai Tea
TR86490,39,P10,15000,2,30000,13,Buana,Cheese Stick
TR90663,285,P7,9400,4,37600,13,Buana,Coffee Candy
TR97036,130,P5,4200,5,21000,1,Prima Tendean,Thai Tea
TR15664,77,P9,10000,1,10000,7,Buana Indah,Yoghurt
TR16537,219,P1,8800,6,52800,4,Gita Ginara,Choco Bar
TR23529,45,P4,12000,2,24000,14,Priangan,Potato Chip
TR28229,284,P4,12000,4,48000,2,Prima Kelapa Dua,Potato Chip
TR45000,10,P2,3200,5,16000,10,Harapan Baru,Ginger Candy 
TR60204,161,P9,10000,3,30000,9,Lingga,Yoghurt
TR61518,446,P8,16000,2,32000,10,Harapan Baru,Oat
TR74197,373,P9,10000,4,40000,6,Lingga,Yoghurt
TR76150,260,P10,15000,5,75000,1,Prima Tendean,Cheese Stick
TR76447,4,P2,3200,4,12800,13,Buana,Ginger Candy 
TR78501,122,P8,16000,2,32000,11,Sinar Harapan,Oat
TR78592,276,P3,7500,3,22500,10,Harapan Baru,Crackers
TR89012,328,P5,4200,5,21000,6,Lingga,Thai Tea
TR92743,90,P9,10000,6,60000,14,Priangan,Yoghurt
TR97132,321,P6,18000,2,36000,14,Priangan,Cashew
TR12762,303,P2,3200,7,22400,8,Sinar Harapan,Ginger Candy 
TR32490,183,P10,15000,4,60000,12,Prestasi Utama,Cheese Stick
TR33084,241,P5,4200,4,16800,5,Bonafid,Thai Tea
TR42508,46,P4,12000,2,24000,1,Prima Tendean,Potato Chip
TR44584,238,P8,16000,3,48000,4,Gita Ginara,Oat
TR49872,339,P10,15000,2,30000,6,Lingga,Cheese Stick
TR5340,245,P1,8800,6,52800,9,Lingga,Choco Bar
TR58858,327,P5,4200,2,8400,6,Lingga,Thai Tea
TR60337,375,P4,12000,4,48000,14,Priangan,Potato Chip
TR71073,142,P5,4200,3,12600,13,Buana,Thai Tea
TR79255,284,P9,10000,7,70000,10,Harapan Baru,Yoghurt
TR89362,298,P8,16000,3,48000,7,Buana Indah,Oat
TR90008,114,P5,4200,2,8400,14,Priangan,Thai Tea
TR95793,416,P5,4200,4,16800,8,Sinar Harapan,Thai Tea
TR96401,198,P1,8800,6,52800,10,Harapan Baru,Choco Bar
TR96784,205,P2,3200,3,9600,7,Buana Indah,Ginger Candy 
TR99840,40,P6,18000,2,36000,9,Lingga,Cashew
TR1141,249,P5,4200,2,8400,3,Prima Kota,Thai Tea
TR26815,158,P5,4200,3,12600,12,Prestasi Utama,Thai Tea
TR3480,75,P10,15000,4,60000,1,Prima Tendean,Cheese Stick
TR40982,423,P5,4200,3,12600,9,Lingga,Thai Tea
TR49381,58,P8,16000,1,16000,14,Priangan,Oat
TR54641,67,P1,8800,7,61600,2,Prima Kelapa Dua,Choco Bar
TR75463,392,P4,12000,2,24000,12,Prestasi Utama,Potato Chip
TR79918,115,P9,10000,6,60000,10,Harapan Baru,Yoghurt
TR87616,358,P5,4200,3,12600,5,Bonafid,Thai Tea
TR90228,8,P10,15000,3,45000,7,Buana Indah,Cheese Stick
TR93489,247,P10,15000,4,60000,9,Lingga,Cheese Stick
TR99604,416,P10,15000,5,75000,3,Prima Kota,Cheese Stick
TR12061,189,P3,7500,5,37500,12,Prestasi Utama,Crackers
TR17404,372,P3,7500,6,45000,8,Sinar Harapan,Crackers
TR32857,138,P9,10000,1,10000,11,Sinar Harapan,Yoghurt
TR32972,12,P5,4200,2,8400,7,Buana Indah,Thai Tea
TR40660,87,P10,15000,1,15000,8,Sinar Harapan,Cheese Stick
TR45827,132,P7,9400,4,37600,12,Prestasi Utama,Coffee Candy
TR61044,339,P5,4200,5,21000,11,Sinar Harapan,Thai Tea
TR68685,375,P5,4200,3,12600,13,Buana,Thai Tea
TR70497,15,P9,10000,2,20000,3,Prima Kota,Yoghurt
TR72832,280,P7,9400,3,28200,10,Harapan Baru,Coffee Candy
TR83095,211,P5,4200,4,16800,13,Buana,Thai Tea
TR84109,319,P10,15000,5,75000,9,Lingga,Cheese Stick
TR95228,68,P9,10000,4,40000,2,Prima Kelapa Dua,Yoghurt
TR15499,134,P9,10000,7,70000,10,Harapan Baru,Yoghurt
TR16539,404,P10,15000,5,75000,14,Priangan,Cheese Stick
TR24498,336,P3,7500,5,37500,5,Bonafid,Crackers
TR2880,76,P10,15000,2,30000,11,Sinar Harapan,Cheese Stick
TR39127,2,P2,3200,6,19200,6,Lingga,Ginger Candy 
TR59179,301,P7,9400,3,28200,13,Buana,Coffee Candy
TR63244,124,P1,8800,8,70400,6,Lingga,Choco Bar
TR65982,4,P5,4200,4,16800,9,Lingga,Thai Tea
TR69829,301,P10,15000,3,45000,5,Bonafid,Cheese Stick
TR89056,239,P1,8800,8,70400,9,Lingga,Choco Bar
TR91643,414,P1,8800,9,79200,9,Lingga,Choco Bar
TR92013,195,P3,7500,3,22500,3,Prima Kota,Crackers
TR99856,114,P5,4200,5,21000,12,Prestasi Utama,Thai Tea
TR14935,101,P8,16000,1,16000,9,Lingga,Oat
TR1642,46,P8,16000,1,16000,3,Prima Kota,Oat
TR19951,415,P10,15000,1,15000,14,Priangan,Cheese Stick
TR26863,8,P10,15000,5,75000,9,Lingga,Cheese Stick
TR31273,379,P5,4200,3,12600,1,Prima Tendean,Thai Tea
TR374,57,P9,10000,7,70000,12,Prestasi Utama,Yoghurt
TR38427,250,P9,10000,6,60000,2,Prima Kelapa Dua,Yoghurt
TR57920,72,P7,9400,4,37600,13,Buana,Coffee Candy
TR61854,444,P1,8800,4,35200,13,Buana,Choco Bar
TR61973,118,P10,15000,2,30000,5,Bonafid,Cheese Stick
TR63415,57,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR75249,89,P1,8800,7,61600,12,Prestasi Utama,Choco Bar
TR75984,201,P2,3200,3,9600,14,Priangan,Ginger Candy 
TR77629,330,P2,3200,4,12800,12,Prestasi Utama,Ginger Candy 
TR78109,410,P9,10000,3,30000,13,Buana,Yoghurt
TR83522,154,P8,16000,1,16000,8,Sinar Harapan,Oat
TR90952,37,P1,8800,10,88000,3,Prima Kota,Choco Bar
TR91130,290,P8,16000,2,32000,6,Lingga,Oat
TR92504,146,P10,15000,2,30000,3,Prima Kota,Cheese Stick
TR93420,413,P1,8800,5,44000,5,Bonafid,Choco Bar
TR98789,172,P7,9400,2,18800,11,Sinar Harapan,Coffee Candy
TR10287,115,P7,9400,5,47000,11,Sinar Harapan,Coffee Candy
TR11827,210,P9,10000,6,60000,6,Lingga,Yoghurt
TR1280,337,P10,15000,4,60000,10,Harapan Baru,Cheese Stick
TR17305,372,P10,15000,1,15000,3,Prima Kota,Cheese Stick
TR21623,371,P8,16000,3,48000,6,Lingga,Oat
TR33436,346,P2,3200,3,9600,14,Priangan,Ginger Candy 
TR33953,122,P3,7500,3,22500,7,Buana Indah,Crackers
TR41645,114,P6,18000,4,72000,9,Lingga,Cashew
TR47547,352,P4,12000,5,60000,11,Sinar Harapan,Potato Chip
TR57869,274,P10,15000,1,15000,11,Sinar Harapan,Cheese Stick
TR62348,62,P2,3200,5,16000,6,Lingga,Ginger Candy 
TR80719,243,P7,9400,3,28200,13,Buana,Coffee Candy
TR8302,115,P10,15000,4,60000,13,Buana,Cheese Stick
TR86527,311,P5,4200,5,21000,13,Buana,Thai Tea
TR95369,326,P7,9400,4,37600,3,Prima Kota,Coffee Candy
TR12024,141,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR14822,18,P6,18000,1,18000,3,Prima Kota,Cashew
TR21840,374,P9,10000,6,60000,7,Buana Indah,Yoghurt
TR22437,58,P3,7500,6,45000,5,Bonafid,Crackers
TR25887,341,P10,15000,4,60000,7,Buana Indah,Cheese Stick
TR27834,33,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR36163,90,P9,10000,1,10000,7,Buana Indah,Yoghurt
TR4534,207,P9,10000,7,70000,1,Prima Tendean,Yoghurt
TR48845,305,P8,16000,3,48000,12,Prestasi Utama,Oat
TR49237,447,P9,10000,5,50000,14,Priangan,Yoghurt
TR52485,17,P3,7500,6,45000,10,Harapan Baru,Crackers
TR55166,57,P8,16000,2,32000,10,Harapan Baru,Oat
TR56815,112,P3,7500,6,45000,5,Bonafid,Crackers
TR59552,428,P4,12000,3,36000,13,Buana,Potato Chip
TR61040,360,P8,16000,2,32000,14,Priangan,Oat
TR75263,150,P2,3200,5,16000,12,Prestasi Utama,Ginger Candy 
TR76612,327,P2,3200,3,9600,13,Buana,Ginger Candy 
TR95087,135,P10,15000,2,30000,5,Bonafid,Cheese Stick
TR20662,131,P1,8800,9,79200,6,Lingga,Choco Bar
TR29006,321,P10,15000,5,75000,1,Prima Tendean,Cheese Stick
TR33014,234,P8,16000,2,32000,6,Lingga,Oat
TR34147,27,P6,18000,4,72000,9,Lingga,Cashew
TR37469,47,P3,7500,5,37500,3,Prima Kota,Crackers
TR4408,340,P7,9400,4,37600,14,Priangan,Coffee Candy
TR55207,319,P9,10000,3,30000,10,Harapan Baru,Yoghurt
TR66707,167,P10,15000,1,15000,11,Sinar Harapan,Cheese Stick
TR67928,303,P5,4200,3,12600,6,Lingga,Thai Tea
TR69903,289,P1,8800,8,70400,6,Lingga,Choco Bar
TR7808,132,P7,9400,2,18800,1,Prima Tendean,Coffee Candy
TR87593,111,P8,16000,1,16000,1,Prima Tendean,Oat
TR87883,84,P9,10000,2,20000,1,Prima Tendean,Yoghurt
TR97129,246,P1,8800,4,35200,14,Priangan,Choco Bar
TR10979,381,P4,12000,3,36000,10,Harapan Baru,Potato Chip
TR23231,333,P5,4200,3,12600,7,Buana Indah,Thai Tea
TR39268,438,P10,15000,5,75000,13,Buana,Cheese Stick
TR56079,155,P8,16000,1,16000,14,Priangan,Oat
TR57024,253,P1,8800,6,52800,3,Prima Kota,Choco Bar
TR9597,143,P5,4200,5,21000,14,Priangan,Thai Tea
TR12468,350,P7,9400,3,28200,6,Lingga,Coffee Candy
TR2135,384,P10,15000,5,75000,14,Priangan,Cheese Stick
TR26095,11,P1,8800,3,26400,3,Prima Kota,Choco Bar
TR27245,339,P5,4200,2,8400,13,Buana,Thai Tea
TR28907,164,P1,8800,7,61600,9,Lingga,Choco Bar
TR4104,37,P3,7500,4,30000,2,Prima Kelapa Dua,Crackers
TR54270,392,P10,15000,5,75000,4,Gita Ginara,Cheese Stick
TR56681,96,P1,8800,9,79200,2,Prima Kelapa Dua,Choco Bar
TR60285,223,P5,4200,5,21000,2,Prima Kelapa Dua,Thai Tea
TR67393,90,P7,9400,6,56400,11,Sinar Harapan,Coffee Candy
TR70022,78,P10,15000,1,15000,8,Sinar Harapan,Cheese Stick
TR71964,245,P1,8800,7,61600,9,Lingga,Choco Bar
TR72590,277,P8,16000,1,16000,11,Sinar Harapan,Oat
TR8418,332,P2,3200,4,12800,7,Buana Indah,Ginger Candy 
TR94559,369,P3,7500,5,37500,4,Gita Ginara,Crackers
TR98000,258,P1,8800,9,79200,6,Lingga,Choco Bar
TR11680,388,P7,9400,4,37600,14,Priangan,Coffee Candy
TR13038,346,P1,8800,9,79200,2,Prima Kelapa Dua,Choco Bar
TR21280,204,P5,4200,4,16800,2,Prima Kelapa Dua,Thai Tea
